Function,ProviderGuid,ProviderSymbol,ReghandleSymbol,WriteFunction,EventDescriptorSymbol,Id,Version,Channel,Level,Opcode,Task,Keyword,ContainingFunction,CallDepth,ExportedCallDepth,CallPath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtQuerySystemInformation,f4e1897c-bb5d-5668-f1d8-040f4d8dd344,ThreatIntProviderGuid,EtwThreatIntProvRegHandle,EtwWrite,,,,,,,,,EtwTiLogAllocExecVm,9,0,[NtQuerySystemInformation->ExpQuerySystemInformation->VslIsEncryptionKeyAvailable->VslpEnterIumSecureMode->PsDispatchIumService->MmAllocateVirtualMemory->MiAllocateVirtualMemoryCommon->MiAllocateVirtualMemory->EtwTiLogAllocExecVm],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtQuerySystemInformation,???,,,EtwWriteEx,,,,,,,,,MiLogSlabEntryAllocateFailure,10,0,[NtQuerySystemInformation->ExpQuerySystemInformation->VslIsEncryptionKeyAvailable->VslpEnterIumSecureMode->PsDispatchIumService->PspIumAllocatePhysicalPages->MmAllocateSecureKernelPages->MiReplenishSlabAllocator->MiAllocateSlabEntry->MiLogSlabEntryAllocateFailure],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtQuerySystemInformationEx,a9fdf37b-d72d-4051-a3cd-d422103ce079,Microsoft.Windows.Kernel.SysEnv,,_tlgWriteTransfer,FirmwareTableAccessDenied,-,-,11,5,0,-,0x200000000000,ExpGetSystemFirmwareTableInformation,4,0,[NtQuerySystemInformationEx->ExpQuerySystemInformation->ExpGetSystemFirmwareTableInformation->FUN_1408af76d],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtQuerySystemInformationEx,0bf2fb94-7b60-4b4d-9766-e82f658df540,KernelShimEngineProvider,KseEtwHandle,EtwWrite,KShimErrorMessage,1,1,16,2,0,0,0x8000000000000000,KsepLogEtwMessage,6,1,[NtQuerySystemInformationEx->ExpQuerySystemInformation->ExpGetDeviceDataInformation->KseQueryDeviceData->KsepLogInfo->KsepLogEtwMessage],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtQuerySystemInformationEx,0bf2fb94-7b60-4b4d-9766-e82f658df540,KernelShimEngineProvider,KseEtwHandle,EtwWrite,KShimInfoMessage,2,1,16,4,0,0,0x8000000000000000,KsepLogEtwMessage,6,1,[NtQuerySystemInformationEx->ExpQuerySystemInformation->ExpGetDeviceDataInformation->KseQueryDeviceData->KsepLogInfo->KsepLogEtwMessage],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtQuerySystemInformationEx,???,,PsDispatchIumService,EtwWriteEx,,,,,,,,,PsDispatchIumService,5,0,[NtQuerySystemInformationEx->ExpQuerySystemInformation->VslIsEncryptionKeyAvailable->VslpEnterIumSecureMode->PsDispatchIumService],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtQuerySystemInformationEx,???,,,EtwWrite,,,,,,,,,DbgkpStartSystemErrorHandler,7,0,[NtQuerySystemInformationEx->ExpQuerySystemInformation->VslIsEncryptionKeyAvailable->VslpEnterIumSecureMode->PsDispatchIumService->DbgkpSendErrorMessage->DbgkpStartSystemErrorHandler],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtRequestPort,d1d93ef7-e1f2-4f45-9943-03d245fe6c00,MemoryProvGuid,EtwpMemoryProvRegHandle,EtwWriteEx,KERNEL_MEM_EVENT_ACG,8,0,16,4,0,6,0x8000000000000100,EtwTraceMemoryAcg,10,0,[NtRequestPort->AlpcpSendMessage->AlpcpDispatchReplyToWaitingThread->AlpcpExposeViewAttributeInSenderContext->AlpcpCreateView->MmMapSecureViewOfSection->MiMapViewOfSection->MiMapViewOfImageSection->MiArbitraryCodeBlocked->EtwTraceMemoryAcg],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtSetEvent,331c3b3a-2005-44c2-ac5e-77220c37d6b4,POP_ETW_PROVIDER,PopDiagHandle,EtwWriteEx,POP_ETW_EVENT_KERNEL_STRS,98,1,16,4,0,95,0x4000000000004004,PoTraceSystemTimerResolutionKernel,10,1,[NtSetEvent->KeSetEvent->KiExitDispatcher->KiSwapContext->SwapContext->KeCheckAndApplyBamQos->KeUpdatePendingQosRequest->KiSetVirtualHeteroClockIntervalRequest->KiSetClockInterval->PoTraceSystemTimerResolutionKernel],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtSetEvent,0f67e49f-fe51-4e9f-b490-6f2948cc6027,PPM_ETW_PROVIDER,PpmEtwHandle,EtwWriteEx,,,,,,,,,,PpmEventProcessorPerfStateChange,10,1,[NtSetEvent->KeSetEvent->KiExitDispatcher->KiSwapContext->SwapContext->KeCheckAndApplyBamQos->PoSetProcessorQoS->PpmPerfArbitratorApplyProcessorState->FUN_1403581b7->PpmEventProcessorPerfStateChange],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtSetInformationFile,???,,,_tlgWriteEx,BadPhysicalMemoryMap,-,-,11,5,0,-,0x80,MiLogBadMapper,8,1,[NtSetInformationFile->FUN_1404985a7->IopSetFileObjectIosbRange->MmMapLockedPagesSpecifyCache->MiFillSystemPtes->FUN_14043ddfb->MiShowBadMapper->MiLogBadMapper],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtSetInformationFile,22fb2cd6-0e7b-422b-a0c7-2fad1fd0e716,PsProvGuid,EtwpPsProvRegHandle,EtwWrite,PfSnEvt_PrefetchMetadata_Start,3,1,16,4,1,3,0x8000000000000020,EtwpPsProvTraceThread,10,1,[NtSetInformationFile->KeWaitForMutexObject->KiCommitThreadWait->KiSwapThread->KiInsertDeferredPreemptionApc->KiInsertQueueApc->KiSchedulerApcTerminate->PspExitThread->EtwTraceThread->EtwpPsProvTraceThread],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtSetInformationFile,331c3b3a-2005-44c2-ac5e-77220c37d6b4,POP_ETW_PROVIDER,PopDiagHandle,EtwWriteEx,POP_ETW_EVENT_KERNEL_STRS,98,1,16,4,0,95,0x4000000000004004,PoTraceSystemTimerResolutionKernel,10,1,[NtSetInformationFile->KeWaitForMutexObject->KiCheckForThreadDispatch->KiSwapContext->SwapContext->KeCheckAndApplyBamQos->KeUpdatePendingQosRequest->KiSetVirtualHeteroClockIntervalRequest->KiResetClockInterval->PoTraceSystemTimerResolutionKernel],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtSetInformationFile,22fb2cd6-0e7b-422b-a0c7-2fad1fd0e716,PsProvGuid,EtwpPsProvRegHandle,EtwWrite,ThreadStop,4,1,16,4,2,4,0x8000000000000020,EtwpPsProvTraceThread,10,1,[NtSetInformationFile->KeWaitForMutexObject->KiCommitThreadWait->KiSwapThread->KiInsertDeferredPreemptionApc->KiInsertQueueApc->KiSchedulerApcTerminate->PspExitThread->EtwTraceThread->EtwpPsProvTraceThread],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtSetInformationFile,22fb2cd6-0e7b-422b-a0c7-2fad1fd0e716,PsProvGuid,EtwpPsProvRegHandle,EtwWriteEx,ThreadWorkOnBehalfUpdate,21,0,16,4,0,18,0x8000000000002000,EtwTraceThreadWorkOnBehalfUpdate,10,1,[NtSetInformationFile->KeWaitForMutexObject->KiCommitThreadWait->KiSwapThread->KiInsertDeferredPreemptionApc->KiInsertQueueApc->KiSchedulerApcTerminate->PspExitThread->PspRevertContainerImpersonation->EtwTraceThreadWorkOnBehalfUpdate],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtSetInformationFile,f4e1897c-bb5d-5668-f1d8-040f4d8dd344,ThreatIntProviderGuid,EtwThreatIntProvRegHandle,EtwWrite,THREATINT_DRIVER_OBJECT_LOAD,29,1,16,4,0,10,0x8000000040000000,EtwTiLogDriverObjectLoad,10,2,[NtSetInformationFile->IopCallDriverReference->IofCallDriver->IovCallDriver->VfBeforeCallDriver->IovpCallDriver1->VfIrpLogRecordEvent->ViIrpLogExposeWmiCallback->IoCreateDriver->EtwTiLogDriverObjectLoad],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtSetInformationFile,???,,,EtwWriteEx,,1291,0,128,0,0,0,0x4200800033000000,MiLogBadMapper,8,1,[NtSetInformationFile->FUN_1404985a7->IopSetFileObjectIosbRange->MmMapLockedPagesSpecifyCache->MiFillSystemPtes->FUN_14043ddfb->MiShowBadMapper->MiLogBadMapper],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtSetInformationFile,???,,,EtwWriteEx,,,,,,,,,MiLogBadMapper,8,1,[NtSetInformationFile->FUN_1404985a7->IopSetFileObjectIosbRange->MmMapLockedPagesSpecifyCache->MiFillSystemPtes->FUN_14043ddfb->MiShowBadMapper->MiLogBadMapper],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtSetInformationFile,0f67e49f-fe51-4e9f-b490-6f2948cc6027,PPM_ETW_PROVIDER,PpmEtwHandle,EtwWriteEx,,,,,,,,,,PpmEventProcessorPerfStateChange,10,1,[NtSetInformationFile->KeWaitForMutexObject->KiCheckForThreadDispatch->KiSwapContext->SwapContext->KeCheckAndApplyBamQos->PoSetProcessorQoS->PpmPerfArbitratorApplyProcessorState->FUN_1403581b7->PpmEventProcessorPerfStateChange],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtSetInformationFile,???,,PsDispatchIumService,EtwWriteEx,,,,,,,,,PsDispatchIumService,10,2,[NtSetInformationFile->ExAllocatePool2->ExpAllocatePoolWithTagFromNode->ExAllocateHeapPool->VfHandlePoolAlloc->ExAllocatePool3->FUN_140aacf3c->VslSecurePoolAllocate->VslpEnterIumSecureMode->PsDispatchIumService],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtSetInformationProcess,2839ff94-8f12-4e1b-82e3-af7af77a450f,KernelProcess,,_tlgWriteAgg,AppStateChangeSummary,-,-,11,5,0,-,0x400000000000,EtwpWriteAppStateChangeSummary,6,1,[NtSetInformationProcess->FUN_1406a7587->PsSetProcessFaultInformation->PsSetProcessTelemetryAppState->EtwTraceAppStateChange->EtwpWriteAppStateChangeSummary],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtSetInformationProcess,1dd9b8c9-e078-4075-b9de-4e5125071a18,MSTelCov,,_tlgWriteTransfer,Cov,-,-,11,5,0,-,0x1,EtwpCoverageRecord,4,0,[NtSetInformationProcess->FUN_1406a7587->EtwSetProcessTelemetryCoverage->EtwpCoverageRecord],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtSetInformationProcess,1dd9b8c9-e078-4075-b9de-4e5125071a18,MSTelCov,,_tlgWriteTransfer,CovNew,-,-,11,5,0,-,0x2,EtwpCoverageRecord,4,0,[NtSetInformationProcess->FUN_1406a7587->EtwSetProcessTelemetryCoverage->EtwpCoverageRecord],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtSetInformationProcess,1dd9b8c9-e078-4075-b9de-4e5125071a18,MSTelCov,,_tlgWriteTransfer,CovSum,-,-,11,5,0,-,0x400000000000,EtwpCoverageFlushPending,5,0,[NtSetInformationProcess->FUN_1406a7587->EtwSetProcessTelemetryCoverage->EtwpCoverageResetCP->EtwpCoverageFlushPending],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtSetInformationProcess,22fb2cd6-0e7b-422b-a0c7-2fad1fd0e716,PsProvGuid,EtwpPsProvRegHandle,EtwWriteEx,ProcessInPrivateSet,27,0,16,4,0,20,0x8000000000000010,EtwTraceProcessSetInPrivateMode,3,0,[NtSetInformationProcess->FUN_1406a7587->EtwTraceProcessSetInPrivateMode],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtSetInformationProcess,???,,,_tlgWriteEx,WsEmptyControl,-,-,11,5,0,-,0x10,MiLogWsEmptyControl,4,0,[NtSetInformationProcess->FUN_1406a7587->MmProcessWorkingSetControl->MiLogWsEmptyControl],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtSetInformationProcess,???,,PsDispatchIumService,EtwWriteEx,,,,,,,,,PsDispatchIumService,6,0,[NtSetInformationProcess->FUN_1406a7587->PsIumEnableOnDemandDebugWithResponse->VslEnableOnDemandDebugWithResponse->VslpEnterIumSecureMode->PsDispatchIumService],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtSetInformationThread,09a69a38-2680-4bfa-ad01-792ad63a4ff2,Microsoft.Windows.Kernel.Security,,_tlgWriteTransfer,LimitedToNonLimitedTokenSessionImpersonation,-,-,11,5,0,-,0x400000000000,SepLogUnmatchedSessionFlagImpersonationAttempt,4,1,[NtSetInformationThread->PsImpersonateClient->SeTokenCanImpersonate->SepLogUnmatchedSessionFlagImpersonationAttempt],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtSetInformationThread,22fb2cd6-0e7b-422b-a0c7-2fad1fd0e716,PsProvGuid,EtwpPsProvRegHandle,EtwWriteEx,ThreadWorkOnBehalfUpdate,21,0,16,4,0,18,0x8000000000002000,EtwTraceThreadWorkOnBehalfUpdate,3,0,[NtSetInformationThread->PsImpersonateContainerOfThread->EtwTraceThreadWorkOnBehalfUpdate],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtSetInformationThread,f4e1897c-bb5d-5668-f1d8-040f4d8dd344,ThreatIntProviderGuid,EtwThreatIntProvRegHandle,EtwWriteEx,THREATINT_SETTHREADCONTEXT_REMOTE,5,1,16,4,0,5,0x8000000000004000,EtwpTiFillVadEventWrite,6,0,[NtSetInformationThread->PspWow64SetContextThread->FUN_140712cc5->EtwTiLogSetContextThread->EtwpTiVadQueryEventWrite->EtwpTiFillVadEventWrite],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtSetInformationThread,f4e1897c-bb5d-5668-f1d8-040f4d8dd344,ThreatIntProviderGuid,EtwThreatIntProvRegHandle,EtwWriteEx,THREATINT_SETTHREADCONTEXT_REMOTE_KERNEL_CALLER,25,1,16,4,0,5,0x8000000000008000,EtwpTiFillVadEventWrite,6,0,[NtSetInformationThread->PspWow64SetContextThread->FUN_140712cc5->EtwTiLogSetContextThread->EtwpTiVadQueryEventWrite->EtwpTiFillVadEventWrite],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtSetInformationToken,a68ca8b7-004f-d7b6-a698-07e2de0f1f5d,KernelProvGuid,EtwKernelProvRegHandle,EtwWrite,TokenSidManagementLog,17,0,0,4,0,0,0x40,SepLogTokenSidManagement,7,0,[NtSetInformationToken->SepStopReferencingLogonSession->SepDeReferenceLogonSessionDirect->SepDeReferenceLogonSession->SepDeleteLogonSessionSidValues->SepDereferenceSidValuesBlock->SepLogTokenSidManagement],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtSetInformationVirtualMemory,???,,,_tlgWriteEx,ProcessWorkingSets,-,-,11,5,1,-,0x1,MiProcessWorkingSets,9,0,[NtSetInformationVirtualMemory->FUN_140769f35->MiPrefetchVirtualMemory->MmAccessFault->MiSystemFault->MiIsWorkingSetTrimThread->MiPartitionWorkingSetManager->MiWorkingSetManager->MiProcessWorkingSets],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtSetInformationVirtualMemory,???,,,EtwWriteEx,,,,,,,,,MiLogSlabEntryAllocateFailure,8,0,[NtSetInformationVirtualMemory->FUN_140769f35->MiPrefetchVirtualMemory->MmAccessFault->FUN_14043f8c1->MiReplenishSlabAllocator->MiAllocateSlabEntry->MiLogSlabEntryAllocateFailure],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtSetInformationVirtualMemory,???,,PsDispatchIumService,EtwWriteEx,,,,,,,,,PsDispatchIumService,8,0,[NtSetInformationVirtualMemory->FUN_1408e1dc7->MiProcessVaContiguityInformation->MiConvertEntireLargePageToSmall->MiInsertPageInFreeOrZeroedList->KeSetPagePrivilege->VslpEnterIumSecureMode->PsDispatchIumService],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtSetVolumeInformationFile,9c205a39-1250-487d-abd7-e831c6290539,MS_KernelPnP_Provider,MS_KernelPnP_Provider_Context,EtwWriteEx,KMPnPEvt_DeviceRemoval_Queue,830,0,18,4,0,830,0x1000000000800000,McGenEventWrite_EtwWriteTransfer,7,1,[NtSetVolumeInformationFile->FUN_140873dcd->IoReportTargetDeviceChange->PnpSetCustomTargetEvent->PnpInsertEventInQueue->McTemplateK0z_EtwWriteTransfer->McGenEventWrite_EtwWriteTransfer],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtSetVolumeInformationFile,6c0ebbbb-c292-457d-9675-dfcc1c0d58b0,Microsoft.Windows.Kernel.PnP,,_tlgWriteTransfer,WatchdogViolation,-,-,11,5,0,-,0x400000000000,PnpTraceWatchdogViolation,9,1,[NtSetVolumeInformationFile->FUN_140873dcd->IoReportTargetDeviceChange->PnpSetCustomTargetEvent->PnpInsertEventInQueue->PnpDeviceEventWorker->PnpDisableAndFreeEventWatchdog->PnpWatchdogEtwWrite->PnpTraceWatchdogViolation],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtShutdownSystem,331c3b3a-2005-44c2-ac5e-77220c37d6b4,POP_ETW_PROVIDER,PopDiagHandle,EtwWriteEndScenario,POP_ETW_EVENT_GRACEFULSHUTDOWN_STOP,48,0,16,4,2,48,0x4000000000000009,PopGracefulShutdown,4,0,[NtShutdownSystem->NtSetSystemPowerState->PopTransitionSystemPowerStateEx->PopGracefulShutdown],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtShutdownSystem,331c3b3a-2005-44c2-ac5e-77220c37d6b4,POP_ETW_PROVIDER,PopDiagHandle,EtwWrite,POP_ETW_EVENT_HIBERNATE_STATUS,34,0,16,4,0,45,0x4000000000002c0c,PopDiagTraceHibernateErrorStatus,4,0,[NtShutdownSystem->NtSetSystemPowerState->PopTransitionSystemPowerStateEx->PopDiagTraceHibernateErrorStatus],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtShutdownSystem,331c3b3a-2005-44c2-ac5e-77220c37d6b4,POP_ETW_PROVIDER,PopDiagHandle,EtwWrite,POP_ETW_EVENT_KERNEL_QUERY_ALLOWED,61,0,16,4,0,67,0x4000000000002404,PopDiagTraceKernelQueriesAllowed,4,0,[NtShutdownSystem->NtSetSystemPowerState->PopTransitionSystemPowerStateEx->PopDiagTraceKernelQueriesAllowed],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtShutdownSystem,331c3b3a-2005-44c2-ac5e-77220c37d6b4,POP_ETW_PROVIDER,PopDiagHandle,EtwWrite,POP_ETW_EVENT_MTRR_CHANGED,137,0,8,2,0,276,0x8000000000000404,PopDiagTraceMtrrError,4,0,[NtShutdownSystem->NtSetSystemPowerState->PopTransitionSystemPowerStateEx->PopDiagTraceMtrrError],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtShutdownSystem,331c3b3a-2005-44c2-ac5e-77220c37d6b4,POP_ETW_PROVIDER,PopDiagHandle,EtwWrite,POP_ETW_EVENT_POSTSLEEP_NOTIFICATION,107,1,8,4,0,102,0x8000000000000444,PopDiagTracePostSleepNotification,4,0,[NtShutdownSystem->NtSetSystemPowerState->PopTransitionSystemPowerStateEx->PopDiagTracePostSleepNotification],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtShutdownSystem,331c3b3a-2005-44c2-ac5e-77220c37d6b4,POP_ETW_PROVIDER,PopDiagHandle,EtwWrite,POP_ETW_EVENT_PRESLEEP_NOTIFICATION3,42,3,8,4,0,64,0x8000000000000404,PopDiagTracePreSleepNotification,4,0,[NtShutdownSystem->NtSetSystemPowerState->PopTransitionSystemPowerStateEx->PopDiagTracePreSleepNotification],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtShutdownSystem,331c3b3a-2005-44c2-ac5e-77220c37d6b4,POP_ETW_PROVIDER,PopDiagHandle,EtwWriteEx,POP_ETW_EVENT_S3FWSTATS_RESUME,131,0,8,4,0,33,0x8000000000000404,PopDiagTraceFirmwareS3Stats,4,0,[NtShutdownSystem->NtSetSystemPowerState->PopTransitionSystemPowerStateEx->PopDiagTraceFirmwareS3Stats],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtShutdownSystem,331c3b3a-2005-44c2-ac5e-77220c37d6b4,POP_ETW_PROVIDER,PopDiagHandle,EtwWriteEx,POP_ETW_EVENT_S3FWSTATS_SUSPEND,130,0,8,4,0,33,0x8000000000000404,PopDiagTraceFirmwareS3Stats,4,0,[NtShutdownSystem->NtSetSystemPowerState->PopTransitionSystemPowerStateEx->PopDiagTraceFirmwareS3Stats],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtShutdownSystem,331c3b3a-2005-44c2-ac5e-77220c37d6b4,POP_ETW_PROVIDER,PopDiagHandle,EtwWrite,POP_ETW_EVENT_STATE_TRANSITION_FAILURE,579,0,16,4,0,282,0x4000000000000004,PopDiagTraceStateTransitionFailurePoint,4,0,[NtShutdownSystem->NtSetSystemPowerState->PopTransitionSystemPowerStateEx->PopDiagTraceStateTransitionFailurePoint],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtShutdownSystem,63bca7a1-77ec-4ea7-95d0-98d3f0c0ebf7,Microsoft.Windows.Kernel.Power,,_tlgWriteTransfer,StateTransitionFailure,-,-,11,5,0,-,0x800000000000,PopDiagTraceStateTransitionFailurePoint,4,0,[NtShutdownSystem->NtSetSystemPowerState->PopTransitionSystemPowerStateEx->PopDiagTraceStateTransitionFailurePoint],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtTraceControl,b675ec37-bdb6-4648-bc92-f3fdc74d3ca2,EventTracingProvGuid,EtwpEventTracingProvRegHandle,EtwWrite,ETW_EVENT_CAPTURE_STATE,42,0,17,5,27,3,0x4000000000000120,EtwpEventWriteCaptureState,5,0,[NtTraceControl->FUN_140735df9->EtwpEnableGuid->FUN_1408913e8->EtwpEventWriteCaptureState],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtTraceControl,b675ec37-bdb6-4648-bc92-f3fdc74d3ca2,EventTracingProvGuid,EtwpEventTracingProvRegHandle,EtwWrite,ETW_EVENT_DEBUG_LOOKUP_FAILED,32,0,16,3,0,3,0x8000000000000030,EtwpEventWriteDebugLookupFailed,5,0,[NtTraceControl->FUN_140735df9->EtwpEnableGuid->EtwpProviderArrivalCallback->EtwpEventWriteDebugLookupFailed],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtTraceControl,b675ec37-bdb6-4648-bc92-f3fdc74d3ca2,EventTracingProvGuid,EtwpEventTracingProvRegHandle,EtwWrite,ETW_EVENT_GROUP_JOIN,29,0,17,5,26,3,0x4000000000000a20,EtwpAddRegEntryToGroup,5,0,[NtTraceControl->FUN_140735df9->EtwpSetProviderTraitsUm->EtwpSetProviderTraitsCommon->EtwpAddRegEntryToGroup],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtTraceControl,b675ec37-bdb6-4648-bc92-f3fdc74d3ca2,EventTracingProvGuid,EtwpEventTracingProvRegHandle,EtwWrite,ETW_EVENT_PROVIDER_DISABLED,15,0,17,5,19,3,0x4000000000000420,EtwpEventWriteProviderEnabled,5,0,[NtTraceControl->FUN_140735df9->EtwpEnableGuid->FUN_140891412->EtwpEventWriteProviderEnabled],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtTraceControl,b675ec37-bdb6-4648-bc92-f3fdc74d3ca2,EventTracingProvGuid,EtwpEventTracingProvRegHandle,EtwWrite,ETW_EVENT_PROVIDER_ENABLED,14,1,17,5,18,3,0x4000000000000420,EtwpEventWriteProviderEnabled,5,0,[NtTraceControl->FUN_140735df9->EtwpEnableGuid->FUN_140891412->EtwpEventWriteProviderEnabled],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtTraceControl,b675ec37-bdb6-4648-bc92-f3fdc74d3ca2,EventTracingProvGuid,EtwpEventTracingProvRegHandle,EtwWrite,ETW_EVENT_PROVIDER_REGISTER,8,0,17,5,16,3,0x4000000000000220,EtwpEventWriteTemplateSessAndProv,4,0,[NtTraceControl->FUN_140735df9->EtwpRegisterUMProvider->EtwpEventWriteTemplateSessAndProv],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtTraceControl,b675ec37-bdb6-4648-bc92-f3fdc74d3ca2,EventTracingProvGuid,EtwpEventTracingProvRegHandle,EtwWrite,ETW_EVENT_SET_TRAITS_FAILED,28,0,16,2,25,3,0x8000000000000a20,EtwpEventWriteRegistrationStatus,4,0,[NtTraceControl->FUN_140735df9->EtwpSetProviderTraitsUm->EtwpEventWriteRegistrationStatus],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtTraceControl,b675ec37-bdb6-4648-bc92-f3fdc74d3ca2,EventTracingProvGuid,EtwpEventTracingProvRegHandle,EtwWrite,ETW_EVENT_TRACING_PROVIDER_DISABLING,41,0,17,5,19,3,0x4000000000000420,EtwpEventWriteProviderEnabled,5,0,[NtTraceControl->FUN_140735df9->EtwpEnableGuid->FUN_140891412->EtwpEventWriteProviderEnabled],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtTraceControl,b675ec37-bdb6-4648-bc92-f3fdc74d3ca2,EventTracingProvGuid,EtwpEventTracingProvRegHandle,EtwWrite,ETW_EVENT_TRACING_PROVIDER_ENABLE_CHANGING,40,0,17,5,18,3,0x4000000000000420,EtwpEventWriteProviderEnabled,5,0,[NtTraceControl->FUN_140735df9->EtwpEnableGuid->FUN_140891412->EtwpEventWriteProviderEnabled],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtTraceControl,7614521c-4d0b-4341-bfc9-873082c0f1d3,KernelGeneral,,_tlgWriteTransfer,KernelCallbackTiming,-,-,11,5,0,-,0x200000000800,EtwpSendDataBlock,5,0,[NtTraceControl->FUN_140735df9->EtwpEnableGuid->EtwpSendDataBlock->FUN_1408b0e6b],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtTraceEvent,b675ec37-bdb6-4648-bc92-f3fdc74d3ca2,EventTracingProvGuid,EtwpEventTracingProvRegHandle,EtwWriteEx,ETW_EVENT_LOST_WPP_EVENT,33,0,0,2,0,11,0x40,EtwpTraceLostWppEvent,3,0,[NtTraceEvent->EtwpTraceMessageVa->EtwpTraceLostWppEvent],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtTraceEvent,d1d93ef7-e1f2-4f45-9943-03d245fe6c00,MemoryProvGuid,EtwpMemoryProvRegHandle,EtwWriteEx,KERNEL_MEM_EVENT_MDL_ALLOCATION,10,0,16,4,0,7,0x8000000000000200,MiAllocatePagesForMdl,9,1,[NtTraceEvent->EtwTraceRaw->EtwpReserveTraceBuffer->EtwpSwitchBuffer->EtwpAllocateFreeBuffers->EtwpAllocateTraceBuffer->EtwpAllocatePartitionMemory->MmAllocatePartitionNodePagesForMdlEx->MiAllocatePagesForMdl],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtWriteFileGather,???,,,_tlgWriteEx,ProcessWorkingSets,-,-,11,5,1,-,0x1,MiProcessWorkingSets,10,1,[NtWriteFileGather->MmProbeAndLockSelectedPages->MiProbeLeafFrame->MiFaultInProbeAddress->MmAccessFault->MiSystemFault->MiIsWorkingSetTrimThread->MiPartitionWorkingSetManager->MiWorkingSetManager->MiProcessWorkingSets],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
